MSA,Health Spending,stat,N,year
"Lake County-Kenosha County, IL-WI",12924,0.9,62572,2015
"Lake County-Kenosha County, IL-WI",1414,0.5,60664,2016
"Lake County-Kenosha County, IL-WI",13468,0.9,60664,2016
"Lake County-Kenosha County, IL-WI",4722,0.75,60664,2016
"Lake County-Kenosha County, IL-WI",6334,mean,60664,2016
"Lake County-Kenosha County, IL-WI",387,0.25,60664,2016
"Lake Havasu City-Kingman, AZ",2839,0.75,133,2005
"Lake Havasu City-Kingman, AZ",3743,mean,133,2005
"Lake Havasu City-Kingman, AZ",1405,0.5,133,2005
"Lake Havasu City-Kingman, AZ",282,0.25,133,2005
"Lake Havasu City-Kingman, AZ",7164,0.9,133,2005
"Lake Havasu City-Kingman, AZ",9257,mean,56,2006
"Lake Havasu City-Kingman, AZ",2354,0.5,56,2006
"Lake Havasu City-Kingman, AZ",6131,0.75,56,2006
"Lake Havasu City-Kingman, AZ",15394,0.9,56,2006
"Lake Havasu City-Kingman, AZ",1020,0.25,56,2006
"Lake Havasu City-Kingman, AZ",4969,mean,499,2007
"Lake Havasu City-Kingman, AZ",1057,0.5,499,2007
"Lake Havasu City-Kingman, AZ",4838,0.75,499,2007
"Lake Havasu City-Kingman, AZ",170,0.25,499,2007
"Lake Havasu City-Kingman, AZ",11786,0.9,499,2007
"Lake Havasu City-Kingman, AZ",5179,mean,551,2008
"Lake Havasu City-Kingman, AZ",9847,0.9,551,2008
"Lake Havasu City-Kingman, AZ",175,0.25,551,2008
"Lake Havasu City-Kingman, AZ",4108,0.75,551,2008
"Lake Havasu City-Kingman, AZ",1275,0.5,551,2008
"Lake Havasu City-Kingman, AZ",5366,mean,590,2009
"Lake Havasu City-Kingman, AZ",12767,0.9,590,2009
"Lake Havasu City-Kingman, AZ",1316,0.5,590,2009
"Lake Havasu City-Kingman, AZ",315,0.25,590,2009
"Lake Havasu City-Kingman, AZ",4661,0.75,590,2009
"Lake Havasu City-Kingman, AZ",11748,0.9,612,2010
"Lake Havasu City-Kingman, AZ",1242,0.5,612,2010
"Lake Havasu City-Kingman, AZ",6335,mean,612,2010
"Lake Havasu City-Kingman, AZ",4166,0.75,612,2010
"Lake Havasu City-Kingman, AZ",227,0.25,612,2010
"Lake Havasu City-Kingman, AZ",12724,0.9,618,2011
"Lake Havasu City-Kingman, AZ",190,0.25,618,2011
"Lake Havasu City-Kingman, AZ",5069,mean,618,2011
"Lake Havasu City-Kingman, AZ",4473,0.75,618,2011
"Lake Havasu City-Kingman, AZ",1069,0.5,618,2011
"Lake Havasu City-Kingman, AZ",5738,mean,579,2012
"Lake Havasu City-Kingman, AZ",5301,0.75,579,2012
"Lake Havasu City-Kingman, AZ",1342,0.5,579,2012
"Lake Havasu City-Kingman, AZ",12935,0.9,579,2012
"Lake Havasu City-Kingman, AZ",233,0.25,579,2012
"Lake Havasu City-Kingman, AZ",7314,mean,447,2013
"Lake Havasu City-Kingman, AZ",1071,0.5,447,2013
"Lake Havasu City-Kingman, AZ",15319,0.9,447,2013
"Lake Havasu City-Kingman, AZ",4766,0.75,447,2013
"Lake Havasu City-Kingman, AZ",144,0.25,447,2013
"Lake Havasu City-Kingman, AZ",152,0.25,3132,2014
"Lake Havasu City-Kingman, AZ",4491,0.75,3132,2014
"Lake Havasu City-Kingman, AZ",973,0.5,3132,2014
"Lake Havasu City-Kingman, AZ",15277,0.9,3132,2014
"Lake Havasu City-Kingman, AZ",7349,mean,3132,2014
"Lake Havasu City-Kingman, AZ",6768,mean,2865,2015
"Lake Havasu City-Kingman, AZ",198,0.25,2865,2015
"Lake Havasu City-Kingman, AZ",1032,0.5,2865,2015
"Lake Havasu City-Kingman, AZ",15548,0.9,2865,2015
"Lake Havasu City-Kingman, AZ",4387,0.75,2865,2015
"Lake Havasu City-Kingman, AZ",15924,0.9,2928,2016
"Lake Havasu City-Kingman, AZ",173,0.25,2928,2016
"Lake Havasu City-Kingman, AZ",3955,0.75,2928,2016
"Lake Havasu City-Kingman, AZ",965,0.5,2928,2016
"Lake Havasu City-Kingman, AZ",7656,mean,2928,2016
"Lakeland-Winter Haven, FL",95,0.25,260,2003
"Lakeland-Winter Haven, FL",3383,0.75,260,2003
"Lakeland-Winter Haven, FL",7429,0.9,260,2003
"Lakeland-Winter Haven, FL",3019,mean,260,2003
"Lakeland-Winter Haven, FL",936,0.5,260,2003
"Lakeland-Winter Haven, FL",146,0.25,680,2004
"Lakeland-Winter Haven, FL",918,0.5,680,2004
"Lakeland-Winter Haven, FL",7649,0.9,680,2004
"Lakeland-Winter Haven, FL",2883,0.75,680,2004
"Lakeland-Winter Haven, FL",3198,mean,680,2004
"Lakeland-Winter Haven, FL",7108,0.9,1641,2005
"Lakeland-Winter Haven, FL",889,0.5,1641,2005
"Lakeland-Winter Haven, FL",3150,mean,1641,2005
"Lakeland-Winter Haven, FL",2828,0.75,1641,2005
"Lakeland-Winter Haven, FL",158,0.25,1641,2005
"Lakeland-Winter Haven, FL",221,0.25,1759,2006
"Lakeland-Winter Haven, FL",3642,mean,1759,2006
"Lakeland-Winter Haven, FL",3549,0.75,1759,2006
"Lakeland-Winter Haven, FL",1034,0.5,1759,2006
"Lakeland-Winter Haven, FL",9237,0.9,1759,2006
"Lakeland-Winter Haven, FL",9498,0.9,2063,2007
"Lakeland-Winter Haven, FL",3543,0.75,2063,2007
"Lakeland-Winter Haven, FL",1093,0.5,2063,2007
"Lakeland-Winter Haven, FL",210,0.25,2063,2007
"Lakeland-Winter Haven, FL",4107,mean,2063,2007
"Lakeland-Winter Haven, FL",4145,mean,2320,2008
"Lakeland-Winter Haven, FL",230,0.25,2320,2008
"Lakeland-Winter Haven, FL",1018,0.5,2320,2008
"Lakeland-Winter Haven, FL",9117,0.9,2320,2008
"Lakeland-Winter Haven, FL",3523,0.75,2320,2008
"Lakeland-Winter Haven, FL",4641,mean,2628,2009
"Lakeland-Winter Haven, FL",250,0.25,2628,2009
"Lakeland-Winter Haven, FL",1078,0.5,2628,2009
"Lakeland-Winter Haven, FL",10476,0.9,2628,2009
"Lakeland-Winter Haven, FL",3689,0.75,2628,2009
"Lakeland-Winter Haven, FL",5174,mean,2843,2010
"Lakeland-Winter Haven, FL",250,0.25,2843,2010
"Lakeland-Winter Haven, FL",3821,0.75,2843,2010
"Lakeland-Winter Haven, FL",1129,0.5,2843,2010
"Lakeland-Winter Haven, FL",11150,0.9,2843,2010
"Lakeland-Winter Haven, FL",237,0.25,2860,2011
"Lakeland-Winter Haven, FL",4563,mean,2860,2011
"Lakeland-Winter Haven, FL",10657,0.9,2860,2011
"Lakeland-Winter Haven, FL",1176,0.5,2860,2011
"Lakeland-Winter Haven, FL",3862,0.75,2860,2011
"Lakeland-Winter Haven, FL",10830,0.9,2929,2012
"Lakeland-Winter Haven, FL",1119,0.5,2929,2012
"Lakeland-Winter Haven, FL",221,0.25,2929,2012
"Lakeland-Winter Haven, FL",3869,0.75,2929,2012
"Lakeland-Winter Haven, FL",4971,mean,2929,2012
"Lakeland-Winter Haven, FL",204,0.25,2917,2013
"Lakeland-Winter Haven, FL",4924,mean,2917,2013
"Lakeland-Winter Haven, FL",11241,0.9,2917,2013
"Lakeland-Winter Haven, FL",3628,0.75,2917,2013
"Lakeland-Winter Haven, FL",974,0.5,2917,2013
"Lakeland-Winter Haven, FL",188,0.25,32260,2014
"Lakeland-Winter Haven, FL",958,0.5,32260,2014
"Lakeland-Winter Haven, FL",10957,0.9,32260,2014
"Lakeland-Winter Haven, FL",3495,0.75,32260,2014
"Lakeland-Winter Haven, FL",5148,mean,32260,2014
"Lakeland-Winter Haven, FL",970,0.5,32270,2015
"Lakeland-Winter Haven, FL",184,0.25,32270,2015
"Lakeland-Winter Haven, FL",3655,0.75,32270,2015
"Lakeland-Winter Haven, FL",5432,mean,32270,2015
"Lakeland-Winter Haven, FL",11561,0.9,32270,2015
"Lakeland-Winter Haven, FL",166,0.25,30715,2016
"Lakeland-Winter Haven, FL",3718,0.75,30715,2016
"Lakeland-Winter Haven, FL",12457,0.9,30715,2016
"Lakeland-Winter Haven, FL",914,0.5,30715,2016
"Lakeland-Winter Haven, FL",5697,mean,30715,2016
"Lancaster, PA",62,0.25,222,2003
"Lancaster, PA",680,0.5,222,2003
"Lancaster, PA",3549,mean,222,2003
"Lancaster, PA",2211,0.75,222,2003
"Lancaster, PA",6530,0.9,222,2003
"Lancaster, PA",2181,0.75,575,2004
"Lancaster, PA",60,0.25,575,2004
"Lancaster, PA",2415,mean,575,2004
"Lancaster, PA",533,0.5,575,2004
"Lancaster, PA",5719,0.9,575,2004
"Lancaster, PA",3132,mean,1089,2005
"Lancaster, PA",690,0.5,1089,2005
"Lancaster, PA",6965,0.9,1089,2005
"Lancaster, PA",2540,0.75,1089,2005
"Lancaster, PA",111,0.25,1089,2005
"Lancaster, PA",3539,mean,1531,2006
"Lancaster, PA",134,0.25,1531,2006
"Lancaster, PA",2723,0.75,1531,2006
"Lancaster, PA",7647,0.9,1531,2006
"Lancaster, PA",736,0.5,1531,2006
"Lancaster, PA",194,0.25,1846,2007
"Lancaster, PA",3601,mean,1846,2007
"Lancaster, PA",827,0.5,1846,2007
"Lancaster, PA",8266,0.9,1846,2007
"Lancaster, PA",2550,0.75,1846,2007
"Lancaster, PA",880,0.5,1959,2008
"Lancaster, PA",8327,0.9,1959,2008
"Lancaster, PA",4347,mean,1959,2008
"Lancaster, PA",158,0.25,1959,2008
"Lancaster, PA",2883,0.75,1959,2008
"Lancaster, PA",8613,0.9,1750,2009
"Lancaster, PA",3858,mean,1750,2009
"Lancaster, PA",169,0.25,1750,2009
"Lancaster, PA",788,0.5,1750,2009
"Lancaster, PA",3013,0.75,1750,2009
"Lancaster, PA",8497,0.9,1848,2010
"Lancaster, PA",4186,mean,1848,2010
"Lancaster, PA",181,0.25,1848,2010
"Lancaster, PA",927,0.5,1848,2010
"Lancaster, PA",3181,0.75,1848,2010
"Lancaster, PA",9572,0.9,1888,2011
"Lancaster, PA",912,0.5,1888,2011
"Lancaster, PA",4373,mean,1888,2011
"Lancaster, PA",3200,0.75,1888,2011
"Lancaster, PA",192,0.25,1888,2011
"Lancaster, PA",5390,mean,1936,2012
"Lancaster, PA",228,0.25,1936,2012
"Lancaster, PA",1018,0.5,1936,2012
"Lancaster, PA",3592,0.75,1936,2012
"Lancaster, PA",12360,0.9,1936,2012
"Lancaster, PA",209,0.25,2226,2013
"Lancaster, PA",911,0.5,2226,2013
"Lancaster, PA",3237,0.75,2226,2013
"Lancaster, PA",4850,mean,2226,2013
"Lancaster, PA",10566,0.9,2226,2013
"Lancaster, PA",214,0.25,18602,2014
"Lancaster, PA",918,0.5,18602,2014
"Lancaster, PA",3157,0.75,18602,2014
"Lancaster, PA",4986,mean,18602,2014
"Lancaster, PA",10682,0.9,18602,2014
"Lancaster, PA",3239,0.75,16102,2015
"Lancaster, PA",910,0.5,16102,2015
"Lancaster, PA",202,0.25,16102,2015
"Lancaster, PA",5231,mean,16102,2015
"Lancaster, PA",10925,0.9,16102,2015
"Lancaster, PA",217,0.25,14254,2016
"Lancaster, PA",10814,0.9,14254,2016
"Lancaster, PA",5347,mean,14254,2016
"Lancaster, PA",922,0.5,14254,2016
"Lancaster, PA",3194,0.75,14254,2016
"Lansing-East Lansing, MI",911,0.5,5695,2003
"Lansing-East Lansing, MI",6877,0.9,5695,2003
"Lansing-East Lansing, MI",208,0.25,5695,2003
"Lansing-East Lansing, MI",2903,mean,5695,2003
"Lansing-East Lansing, MI",2899,0.75,5695,2003
"Lansing-East Lansing, MI",3104,0.75,5878,2004
"Lansing-East Lansing, MI",977,0.5,5878,2004
"Lansing-East Lansing, MI",220,0.25,5878,2004
"Lansing-East Lansing, MI",7447,0.9,5878,2004
"Lansing-East Lansing, MI",3031,mean,5878,2004
"Lansing-East Lansing, MI",3466,0.75,5540,2005
"Lansing-East Lansing, MI",280,0.25,5540,2005
"Lansing-East Lansing, MI",7905,0.9,5540,2005
"Lansing-East Lansing, MI",3423,mean,5540,2005
"Lansing-East Lansing, MI",1174,0.5,5540,2005
"Lansing-East Lansing, MI",1216,0.5,5492,2006
"Lansing-East Lansing, MI",286,0.25,5492,2006
"Lansing-East Lansing, MI",8664,0.9,5492,2006
"Lansing-East Lansing, MI",3734,0.75,5492,2006
"Lansing-East Lansing, MI",3639,mean,5492,2006
"Lansing-East Lansing, MI",340,0.25,5366,2007
"Lansing-East Lansing, MI",1330,0.5,5366,2007
"Lansing-East Lansing, MI",3668,mean,5366,2007
"Lansing-East Lansing, MI",8854,0.9,5366,2007
"Lansing-East Lansing, MI",3831,0.75,5366,2007
"Lansing-East Lansing, MI",10202,0.9,5424,2008
"Lansing-East Lansing, MI",4146,0.75,5424,2008
"Lansing-East Lansing, MI",1354,0.5,5424,2008
"Lansing-East Lansing, MI",338,0.25,5424,2008
"Lansing-East Lansing, MI",4270,mean,5424,2008
"Lansing-East Lansing, MI",4179,mean,5293,2009
"Lansing-East Lansing, MI",4090,0.75,5293,2009
"Lansing-East Lansing, MI",9721,0.9,5293,2009
"Lansing-East Lansing, MI",1314,0.5,5293,2009
"Lansing-East Lansing, MI",334,0.25,5293,2009
"Lansing-East Lansing, MI",3910,0.75,4863,2010
"Lansing-East Lansing, MI",1325,0.5,4863,2010
"Lansing-East Lansing, MI",9993,0.9,4863,2010
"Lansing-East Lansing, MI",340,0.25,4863,2010
"Lansing-East Lansing, MI",4294,mean,4863,2010
"Lansing-East Lansing, MI",1353,0.5,4454,2011
"Lansing-East Lansing, MI",361,0.25,4454,2011
"Lansing-East Lansing, MI",4034,0.75,4454,2011
"Lansing-East Lansing, MI",10418,0.9,4454,2011
"Lansing-East Lansing, MI",4557,mean,4454,2011
"Lansing-East Lansing, MI",1252,0.5,3926,2012
"Lansing-East Lansing, MI",3788,0.75,3926,2012
"Lansing-East Lansing, MI",9617,0.9,3926,2012
"Lansing-East Lansing, MI",4261,mean,3926,2012
"Lansing-East Lansing, MI",321,0.25,3926,2012
"Lansing-East Lansing, MI",301,0.25,3966,2013
"Lansing-East Lansing, MI",3822,0.75,3966,2013
"Lansing-East Lansing, MI",10285,0.9,3966,2013
"Lansing-East Lansing, MI",4554,mean,3966,2013
"Lansing-East Lansing, MI",1153,0.5,3966,2013
"Lansing-East Lansing, MI",3906,0.75,34840,2014
"Lansing-East Lansing, MI",10666,0.9,34840,2014
"Lansing-East Lansing, MI",304,0.25,34840,2014
"Lansing-East Lansing, MI",1178,0.5,34840,2014
"Lansing-East Lansing, MI",4838,mean,34840,2014
"Lansing-East Lansing, MI",262,0.25,22979,2015
"Lansing-East Lansing, MI",4861,mean,22979,2015
"Lansing-East Lansing, MI",3535,0.75,22979,2015
"Lansing-East Lansing, MI",9978,0.9,22979,2015
"Lansing-East Lansing, MI",1046,0.5,22979,2015
"Lansing-East Lansing, MI",4742,mean,23749,2016
"Lansing-East Lansing, MI",992,0.5,23749,2016
"Lansing-East Lansing, MI",247,0.25,23749,2016
"Lansing-East Lansing, MI",9997,0.9,23749,2016
"Lansing-East Lansing, MI",3470,0.75,23749,2016
"Laredo, TX",0,0.25,102,2003
"Laredo, TX",245,0.5,102,2003
"Laredo, TX",1249,0.75,102,2003
"Laredo, TX",1509,mean,102,2003
"Laredo, TX",3574,0.9,102,2003
"Laredo, TX",4330,0.9,132,2004
"Laredo, TX",1675,mean,132,2004
"Laredo, TX",1973,0.75,132,2004
"Laredo, TX",0,0.25,132,2004
"Laredo, TX",488,0.5,132,2004
"Laredo, TX",2010,0.75,175,2005
"Laredo, TX",1882,mean,175,2005
"Laredo, TX",5549,0.9,175,2005
"Laredo, TX",48,0.25,175,2005
"Laredo, TX",499,0.5,175,2005
"Laredo, TX",6856,0.9,272,2006
"Laredo, TX",2715,0.75,272,2006
"Laredo, TX",2553,mean,272,2006
"Laredo, TX",57,0.25,272,2006
"Laredo, TX",540,0.5,272,2006
"Laredo, TX",6,0.25,296,2007
"Laredo, TX",1910,0.75,296,2007
"Laredo, TX",458,0.5,296,2007
"Laredo, TX",2352,mean,296,2007
"Laredo, TX",7013,0.9,296,2007
"Laredo, TX",438,0.5,456,2008
"Laredo, TX",6505,0.9,456,2008
"Laredo, TX",2422,0.75,456,2008
"Laredo, TX",0,0.25,456,2008
"Laredo, TX",2406,mean,456,2008
"Laredo, TX",2133,0.75,499,2009
"Laredo, TX",0,0.25,499,2009
"Laredo, TX",5676,0.9,499,2009
"Laredo, TX",2841,mean,499,2009
"Laredo, TX",446,0.5,499,2009
"Laredo, TX",421,0.5,507,2010
"Laredo, TX",0,0.25,507,2010
"Laredo, TX",3185,mean,507,2010
"Laredo, TX",1963,0.75,507,2010
"Laredo, TX",6170,0.9,507,2010
"Laredo, TX",2619,0.75,571,2011
"Laredo, TX",3165,mean,571,2011
"Laredo, TX",5,0.25,571,2011
"Laredo, TX",591,0.5,571,2011
"Laredo, TX",7746,0.9,571,2011
"Laredo, TX",490,0.5,587,2012
"Laredo, TX",0,0.25,587,2012
"Laredo, TX",3738,mean,587,2012
"Laredo, TX",2233,0.75,587,2012
"Laredo, TX",7170,0.9,587,2012
"Laredo, TX",102,0.25,577,2013
"Laredo, TX",715,0.5,577,2013
"Laredo, TX",4687,mean,577,2013
"Laredo, TX",2579,0.75,577,2013
"Laredo, TX",6888,0.9,577,2013
"Laredo, TX",4343,mean,5019,2014
"Laredo, TX",6,0.25,5019,2014
"Laredo, TX",8187,0.9,5019,2014
"Laredo, TX",2370,0.75,5019,2014
"Laredo, TX",525,0.5,5019,2014
"Laredo, TX",9925,0.9,4798,2015
"Laredo, TX",4,0.25,4798,2015
"Laredo, TX",4847,mean,4798,2015
"Laredo, TX",2954,0.75,4798,2015
"Laredo, TX",583,0.5,4798,2015
"Laredo, TX",10572,0.9,4689,2016
"Laredo, TX",0,0.25,4689,2016
"Laredo, TX",601,0.5,4689,2016
"Laredo, TX",4659,mean,4689,2016
"Laredo, TX",3281,0.75,4689,2016
"Las Cruces, NM",2849,0.75,111,2003
"Las Cruces, NM",10772,0.9,111,2003
"Las Cruces, NM",4956,mean,111,2003
"Las Cruces, NM",505,0.5,111,2003
"Las Cruces, NM",0,0.25,111,2003
"Las Cruces, NM",2869,0.75,221,2004
"Las Cruces, NM",3720,mean,221,2004
"Las Cruces, NM",50,0.25,221,2004
"Las Cruces, NM",471,0.5,221,2004
"Las Cruces, NM",9099,0.9,221,2004
"Las Cruces, NM",8126,0.9,233,2005
"Las Cruces, NM",4076,mean,233,2005
"Las Cruces, NM",676,0.5,233,2005
"Las Cruces, NM",2528,0.75,233,2005
"Las Cruces, NM",160,0.25,233,2005
"Las Cruces, NM",13138,0.9,272,2006
"Las Cruces, NM",3988,0.75,272,2006
"Las Cruces, NM",6054,mean,272,2006
"Las Cruces, NM",680,0.5,272,2006
"Las Cruces, NM",87,0.25,272,2006
"Las Cruces, NM",3162,0.75,434,2007
"Las Cruces, NM",8452,0.9,434,2007
"Las Cruces, NM",155,0.25,434,2007
"Las Cruces, NM",3725,mean,434,2007
"Las Cruces, NM",842,0.5,434,2007
"Las Cruces, NM",3932,mean,491,2008
"Las Cruces, NM",95,0.25,491,2008
"Las Cruces, NM",6880,0.9,491,2008
"Las Cruces, NM",2788,0.75,491,2008
"Las Cruces, NM",762,0.5,491,2008
"Las Cruces, NM",2891,0.75,530,2009
"Las Cruces, NM",8016,0.9,530,2009
"Las Cruces, NM",123,0.25,530,2009
"Las Cruces, NM",3234,mean,530,2009
"Las Cruces, NM",699,0.5,530,2009
"Las Cruces, NM",3755,mean,618,2010
"Las Cruces, NM",898,0.5,618,2010
"Las Cruces, NM",3063,0.75,618,2010
"Las Cruces, NM",146,0.25,618,2010
"Las Cruces, NM",10383,0.9,618,2010
"Las Cruces, NM",3032,0.75,595,2011
"Las Cruces, NM",139,0.25,595,2011
"Las Cruces, NM",6102,mean,595,2011
"Las Cruces, NM",767,0.5,595,2011
"Las Cruces, NM",10888,0.9,595,2011
"Las Cruces, NM",4579,mean,633,2012
"Las Cruces, NM",10026,0.9,633,2012
"Las Cruces, NM",3282,0.75,633,2012
"Las Cruces, NM",156,0.25,633,2012
"Las Cruces, NM",761,0.5,633,2012
"Las Cruces, NM",4201,mean,415,2013
"Las Cruces, NM",8731,0.9,415,2013
"Las Cruces, NM",123,0.25,415,2013
"Las Cruces, NM",2786,0.75,415,2013
"Las Cruces, NM",646,0.5,415,2013
"Las Cruces, NM",141,0.25,3253,2014
"Las Cruces, NM",5215,mean,3253,2014
"Las Cruces, NM",10628,0.9,3253,2014
"Las Cruces, NM",808,0.5,3253,2014
"Las Cruces, NM",3246,0.75,3253,2014
"Las Cruces, NM",11833,0.9,2967,2015
"Las Cruces, NM",140,0.25,2967,2015
"Las Cruces, NM",3556,0.75,2967,2015
"Las Cruces, NM",5390,mean,2967,2015
"Las Cruces, NM",830,0.5,2967,2015
"Las Cruces, NM",799,0.5,3012,2016
"Las Cruces, NM",128,0.25,3012,2016
"Las Cruces, NM",3548,0.75,3012,2016
"Las Cruces, NM",12292,0.9,3012,2016
"Las Cruces, NM",5780,mean,3012,2016
"Las Vegas, NV-AZ",1738,0.75,7165,2003
"Las Vegas, NV-AZ",398,0.5,7165,2003
"Las Vegas, NV-AZ",5545,0.9,7165,2003
"Las Vegas, NV-AZ",31,0.25,7165,2003
"Las Vegas, NV-AZ",2805,mean,7165,2003
"Las Vegas, NV-AZ",1924,0.75,5900,2004
"Las Vegas, NV-AZ",45,0.25,5900,2004
"Las Vegas, NV-AZ",2890,mean,5900,2004
"Las Vegas, NV-AZ",6080,0.9,5900,2004
"Las Vegas, NV-AZ",496,0.5,5900,2004
"Las Vegas-Henderson-Paradise, NV",131,0.25,88106,2014
"Las Vegas-Henderson-Paradise, NV",8756,0.9,88106,2014
"Las Vegas-Henderson-Paradise, NV",2715,0.75,88106,2014
"Las Vegas-Henderson-Paradise, NV",685,0.5,88106,2014
"Las Vegas-Henderson-Paradise, NV",4545,mean,88106,2014
"Las Vegas-Henderson-Paradise, NV",686,0.5,89163,2015
"Las Vegas-Henderson-Paradise, NV",134,0.25,89163,2015
"Las Vegas-Henderson-Paradise, NV",2707,0.75,89163,2015
"Las Vegas-Henderson-Paradise, NV",4456,mean,89163,2015
"Las Vegas-Henderson-Paradise, NV",8827,0.9,89163,2015
"Las Vegas-Henderson-Paradise, NV",104,0.25,90773,2016
"Las Vegas-Henderson-Paradise, NV",616,0.5,90773,2016
"Las Vegas-Henderson-Paradise, NV",2513,0.75,90773,2016
"Las Vegas-Henderson-Paradise, NV",4419,mean,90773,2016
"Las Vegas-Henderson-Paradise, NV",8569,0.9,90773,2016
"Las Vegas-Paradise, NV",2114,0.75,7539,2005
"Las Vegas-Paradise, NV",3576,mean,7539,2005
"Las Vegas-Paradise, NV",6501,0.9,7539,2005
"Las Vegas-Paradise, NV",63,0.25,7539,2005
"Las Vegas-Paradise, NV",522,0.5,7539,2005
"Las Vegas-Paradise, NV",6293,0.9,7855,2006
"Las Vegas-Paradise, NV",2110,0.75,7855,2006
"Las Vegas-Paradise, NV",42,0.25,7855,2006
"Las Vegas-Paradise, NV",2994,mean,7855,2006
"Las Vegas-Paradise, NV",493,0.5,7855,2006
"Las Vegas-Paradise, NV",507,0.5,7961,2007
"Las Vegas-Paradise, NV",6389,0.9,7961,2007
"Las Vegas-Paradise, NV",2988,mean,7961,2007
"Las Vegas-Paradise, NV",2160,0.75,7961,2007
"Las Vegas-Paradise, NV",48,0.25,7961,2007
"Las Vegas-Paradise, NV",7241,0.9,8488,2008
"Las Vegas-Paradise, NV",595,0.5,8488,2008
"Las Vegas-Paradise, NV",2402,0.75,8488,2008
"Las Vegas-Paradise, NV",3346,mean,8488,2008
"Las Vegas-Paradise, NV",70,0.25,8488,2008
"Las Vegas-Paradise, NV",3513,mean,7956,2009
"Las Vegas-Paradise, NV",7522,0.9,7956,2009
"Las Vegas-Paradise, NV",2727,0.75,7956,2009
"Las Vegas-Paradise, NV",109,0.25,7956,2009
"Las Vegas-Paradise, NV",693,0.5,7956,2009
"Las Vegas-Paradise, NV",76,0.25,8724,2010
"Las Vegas-Paradise, NV",7804,0.9,8724,2010
"Las Vegas-Paradise, NV",2674,0.75,8724,2010
"Las Vegas-Paradise, NV",3790,mean,8724,2010
"Las Vegas-Paradise, NV",667,0.5,8724,2010
"Las Vegas-Paradise, NV",667,0.5,8669,2011
"Las Vegas-Paradise, NV",2693,0.75,8669,2011
"Las Vegas-Paradise, NV",94,0.25,8669,2011
"Las Vegas-Paradise, NV",7782,0.9,8669,2011
"Las Vegas-Paradise, NV",4139,mean,8669,2011
"Las Vegas-Paradise, NV",724,0.5,8979,2012
"Las Vegas-Paradise, NV",2790,0.75,8979,2012
"Las Vegas-Paradise, NV",4005,mean,8979,2012
"Las Vegas-Paradise, NV",8204,0.9,8979,2012
"Las Vegas-Paradise, NV",117,0.25,8979,2012
"Las Vegas-Paradise, NV",4097,mean,10000,2013
"Las Vegas-Paradise, NV",8318,0.9,10000,2013
"Las Vegas-Paradise, NV",680,0.5,10000,2013
"Las Vegas-Paradise, NV",2712,0.75,10000,2013
"Las Vegas-Paradise, NV",118,0.25,10000,2013
"Lawrence, KS",2868,0.75,484,2003
"Lawrence, KS",5976,0.9,484,2003
"Lawrence, KS",2762,mean,484,2003
"Lawrence, KS",887,0.5,484,2003
"Lawrence, KS",295,0.25,484,2003
"Lawrence, KS",1049,0.5,519,2004
"Lawrence, KS",6805,0.9,519,2004
"Lawrence, KS",268,0.25,519,2004
"Lawrence, KS",3881,mean,519,2004
"Lawrence, KS",3195,0.75,519,2004
"Lawrence, KS",3503,mean,484,2005
"Lawrence, KS",268,0.25,484,2005
"Lawrence, KS",3072,0.75,484,2005
"Lawrence, KS",921,0.5,484,2005
"Lawrence, KS",7310,0.9,484,2005
"Lawrence, KS",1030,0.5,428,2006
"Lawrence, KS",6742,0.9,428,2006
"Lawrence, KS",3256,0.75,428,2006
"Lawrence, KS",3327,mean,428,2006
"Lawrence, KS",263,0.25,428,2006
"Lawrence, KS",3172,mean,454,2007
"Lawrence, KS",7009,0.9,454,2007
"Lawrence, KS",329,0.25,454,2007
"Lawrence, KS",3144,0.75,454,2007
"Lawrence, KS",1191,0.5,454,2007
"Lawrence, KS",1202,0.5,1099,2008
"Lawrence, KS",8163,0.9,1099,2008
"Lawrence, KS",332,0.25,1099,2008
"Lawrence, KS",4137,mean,1099,2008
"Lawrence, KS",3206,0.75,1099,2008
"Lawrence, KS",2113,mean,264,2009
"Lawrence, KS",689,0.5,264,2009
"Lawrence, KS",168,0.25,264,2009
"Lawrence, KS",2143,0.75,264,2009
"Lawrence, KS",5285,0.9,264,2009
"Lawrence, KS",5802,0.9,312,2010
"Lawrence, KS",146,0.25,312,2010
"Lawrence, KS",2235,mean,312,2010
"Lawrence, KS",644,0.5,312,2010
"Lawrence, KS",2041,0.75,312,2010
"Lawrence, KS",3617,mean,306,2011
"Lawrence, KS",745,0.5,306,2011
"Lawrence, KS",2433,0.75,306,2011
"Lawrence, KS",231,0.25,306,2011
"Lawrence, KS",6090,0.9,306,2011
"Lawrence, KS",2424,0.75,310,2012
"Lawrence, KS",2498,mean,310,2012
"Lawrence, KS",675,0.5,310,2012
"Lawrence, KS",155,0.25,310,2012
"Lawrence, KS",5668,0.9,310,2012
"Lawrence, KS",2913,mean,340,2013
"Lawrence, KS",173,0.25,340,2013
"Lawrence, KS",2530,0.75,340,2013
"Lawrence, KS",675,0.5,340,2013
"Lawrence, KS",6955,0.9,340,2013
"Lawrence, KS",213,0.25,3304,2014
"Lawrence, KS",821,0.5,3304,2014
"Lawrence, KS",9626,0.9,3304,2014
"Lawrence, KS",3044,0.75,3304,2014
"Lawrence, KS",4438,mean,3304,2014
"Lawrence, KS",228,0.25,2797,2015
